platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake,username,username_length,digits_count,digit_ratio,special_char_count,repeat_char_count
Instagram,0,,0,438,706,0.619519095,1801,218,0.120976693,0.947872873,0.767617044,332,138,149,1,0,0,zuri_2800,9,4,0.444444444,1,1
Facebook,1,51,1,436,678,0.642120766,3271,202,0.061735941,0.538008292,0.178435649,488,190,18,0,0,0,diego,5,0,0,0,0
Instagram,0,113,1,390,718,0.542420028,1812,,0.107004964,0.286404877,0.052454838,363,105,19,0,0,1,user_088953,11,6,0.545454545,1,1
X,0,106,0,412,722,0.569847856,3082,207,0.067142394,0.354060618,0.924008923,188,48,118,1,,0,max,3,0,0,0,0
Facebook,0,28,0,436,702,0.620199147,4263,199,0.046669794,0.613075712,0.79181083,449,164,72,1,1,1,lkxrz27yp6,10,3,0.3,0,0
,1,148,1,412,708,0.581100141,,190,1.283783784,0.352746742,0.102664802,93,105,81,1,0,0,tao.5113,8,4,0.5,1,1
Facebook,1,217,0,379,712,0.531556802,,202,0.052741514,0.538346723,0.776910152,341,137,104,0,0,0,priya.1718,10,4,0.4,1,0
Instagram,0,77,0,400,697,0.573065903,4541,174,0.038309115,0.274159893,0.843999697,180,181,,1,1,0,omar.691,8,3,0.375,1,0
Instagram,,,1,,684,0.55620438,2118,209,0.09863143,0.345931271,0.905301665,320,6,81,,1,0,camila199,9,3,0.333333333,0,1
Facebook,0,,1,395,665,0.593093093,2664,200,0.075046904,0.705727859,0.543694067,,80,39,1,1,1,inh4b5s4kb,10,3,0.3,0,0
X,0,,,376,702,0.53485064,319,,0.6375,0.584618352,0.703412071,390,139,99,1,1,0,olga.1391,9,4,0.444444444,1,0
Instagram,1,,0,410,691,0.592485549,3970,229,0.057668094,0.093486863,0.762239279,320,100,26,1,0,0,ethan.5627,10,4,0.4,1,0
Instagram,1,178,1,372,630,0.589540412,4132,192,0.046455359,0.973182519,,57,54,140,0,0,0,luna,4,0,0,0,0
,0,183,0,407,686,0.592430859,255,214,0.8359375,0.049336923,0.64683362,24,163,46,0,1,0,yumi,4,0,0,0,0
,0,178,1,430,731,0.587431694,1337,191,0.142750374,,0.547559253,303,6,111,1,0,1,acc_5dsi33du,12,3,0.25,1,2
X,1,197,,354,711,0.497191011,335,192,0.571428571,0.701386049,0.479195454,259,151,118,0,0,1,17fwugdygk,10,2,0.2,0,0
,,127,0,362,,0.496570645,3092,,0.058842548,0.708018139,0.99612502,477,,58,1,1,0,kojo.8771,9,4,0.444444444,1,1
X,1,19,0,395,700,0.563480742,4394,173,0.039362912,,0.33756078,391,125,76,0,0,1,user_663397,11,6,0.545454545,1,2
Facebook,0,,1,378,710,0.53164557,1045,221,0.211281071,,0.08826877,496,192,125,1,,1,ycezvmk5vd,10,1,0.1,0,0
Facebook,1,,1,391,674,0.579259259,4574,194,0.042404372,0.033260015,0.765036965,212,28,6,0,0,0,saif_5672,9,4,0.444444444,1,0
X,0,165,0,396,707,0.559322034,1792,205,,0.960769994,0.213824378,114,25,49,,1,1,odouw8263,9,4,0.444444444,0,0
Facebook,0,71,1,439,694,0.631654676,,206,0.081713606,0.696142594,0.53269336,451,73,103,,1,0,camila_956,10,3,0.3,1,0
,1,64,0,369,678,0.543446244,962,200,0.20768432,0.186578101,,187,192,65,1,,0,liwei,5,0,0,0,0
,0,181,0,,710,0.562587904,3750,179,0.047720608,0.158104788,,259,44,130,,1,1,2i7iutj4g8,10,4,0.4,0,0
,0,240,1,382,690,0.552821997,4566,175,0.038318371,0.569662303,0.944007404,135,16,105,1,1,0,fatima_3786,11,4,0.363636364,1,0
,1,112,0,435,703,0.617897727,2815,186,0.066051136,0.633518726,0.722704713,489,163,6,,1,1,acc_y554rysq,12,3,0.25,1,2
Facebook,0,23,0,371,677,0.54719764,,213,,0.83123763,,89,62,7,1,1,1,user_105510,11,6,0.545454545,1,1
Instagram,0,127,0,418,,0.626686657,1989,,0.096984925,0.903321149,0.971138045,220,150,31,1,0,0,zuri,4,0,0,0,0
Facebook,0,174,1,375,718,0.521557719,2840,202,0.071101725,0.392533444,0.307086931,,92,18,0,1,1,qoo0ptp5uy,10,2,0.2,0,1
X,1,198,0,404,,0.594117647,3866,180,0.046547711,0.844084842,0.436614986,146,65,117,1,0,0,riya_9268,9,4,0.444444444,1,0
Instagram,1,82,1,409,703,0.580965909,2434,199,0.081724846,0.542380035,0.49811702,384,91,139,0,0,0,max,3,0,0,0,0
Facebook,1,213,1,371,693,0.534582133,2990,179,,0.470582141,0.990718743,100,116,56,0,0,0,michael.3110,12,4,0.333333333,1,1
Facebook,0,62,1,435,719,0.604166667,3949,,0.044810127,0.698970646,0.068891401,417,41,137,0,1,1,user_842871,11,6,0.545454545,1,0
Facebook,0,184,0,406,719,0.563888889,4542,,0.034998899,0.103194961,0.696728294,476,70,90,0,0,0,priya9316,9,4,0.444444444,0,0
Instagram,0,182,0,398,643,0.618012422,1961,207,,0.265386506,0.361930876,218,74,20,1,1,0,sarah_6176,10,4,0.4,1,0
X,0,59,1,391,720,,4195,212,0.050524309,,,367,70,147,0,1,1,gt7fr1gf7b,10,3,0.3,0,0
Facebook,1,98,1,400,672,0.59435364,,,0.324695122,0.504078838,,44,42,120,1,1,1,acc_6q86lpki,12,3,0.25,1,1
Facebook,0,61,0,,686,0.585152838,1079,192,0.177777778,0.908043436,0.589858319,62,54,,1,0,1,bot_3ljwf,9,1,0.111111111,1,0
Facebook,,29,1,392,688,0.568940493,3075,,0.065344603,0.088703734,0.753518008,349,,146,0,1,0,ananya.7950,11,4,0.363636364,1,0
Facebook,0,220,1,386,,0.526603001,1356,211,0.155490052,0.313412811,0.240385436,389,78,,1,0,0,omar,4,0,0,0,0
Facebook,1,21,0,,,0.552054795,1459,212,,0.355549893,0.761540923,,158,70,0,1,0,giulia,6,0,0,0,0
X,0,202,1,376,694,0.541007194,,163,0.049634592,,0.82847544,376,82,63,1,1,1,mkdft2150,9,4,0.444444444,0,0
,0,211,0,422,,0.649230769,4913,204,0.041514042,,0.430829397,358,183,138,1,0,0,ahmed7267,9,4,0.444444444,0,0
Facebook,0,125,0,437,691,0.63150289,4757,225,0.047288777,0.310662714,0.571956473,65,120,32,1,1,0,luna_7485,9,4,0.444444444,1,0
Instagram,,156,1,384,694,0.552517986,4696,226,0.048115819,0.518682453,0.971872535,118,175,24,0,,1,bot_x0t8e,9,2,0.222222222,1,0
X,0,242,0,393,683,0.574561404,920,193,0.209554832,0.536071324,,233,179,25,0,0,0,tariq,5,0,0,0,0
Instagram,1,,0,,701,0.552706553,1747,210,0.1201373,,0.444850061,461,71,,0,0,1,kprzv4554,9,4,0.444444444,0,1
X,0,41,0,386,724,0.532413793,1759,207,0.117613636,0.517868994,0.664573859,7,0,10,1,0,1,user_454148,11,6,0.545454545,1,0
Facebook,0,97,1,433,,0.622126437,1832,187,0.102018549,0.605737401,0.784231477,194,,29,0,0,1,kijaf8226,9,4,0.444444444,0,1
X,0,192,1,411,684,,1172,191,,0.753328051,0.024328821,226,92,,1,0,0,yumi33,6,2,0.333333333,0,1
Facebook,0,30,1,373,730,0.510259918,3279,212,,0.101132005,0.588365987,26,41,96,1,,0,jessica,7,0,0,0,1
X,0,157,0,387,694,,360,176,0.487534626,0.963472124,0.984528613,289,73,137,1,1,1,acc_lvurbsuf,12,0,0,1,1
Facebook,0,,0,401,657,0.609422492,3811,197,0.051678909,0.846304176,0.94718065,27,,24,1,,1,f55ntx39jl,10,4,0.4,0,1
Facebook,0,145,1,371,,0.48687664,1441,,0.131067961,0.388772614,0.832440395,158,113,95,0,0,1,hutxu4176,9,4,0.444444444,0,0
Facebook,0,246,1,451,721,0.62465374,2920,,0.068469702,,0.106214093,144,30,56,0,1,0,kiran,5,0,0,0,0
Facebook,0,121,0,,647,0.598765432,,178,0.103428239,0.762325104,,466,95,122,1,,1,sneig5937,9,4,0.444444444,0,0
Instagram,0,16,1,374,699,0.534285714,3254,230,,0.850246449,0.609538153,233,,33,1,1,1,user_147757,11,6,0.545454545,1,1
Facebook,1,37,1,408,693,0.587896254,556,193,0.346499102,0.188316825,0.222908249,107,23,85,1,,1,jvelk2084,9,4,0.444444444,0,0
Instagram,1,141,1,403,,0.580691643,1234,223,0.180566802,0.703702753,,378,170,53,0,1,1,mxana6431,9,4,0.444444444,0,0
Instagram,1,214,1,419,668,0.626307922,3921,200,0.050994391,,0.856523562,438,197,50,1,1,1,user_825346,11,6,0.545454545,1,0
Facebook,1,216,1,362,714,0.506293706,4040,185,0.045780747,0.115579124,0.112327761,,,5,0,0,0,ahmed_7026,10,4,0.4,1,0
Instagram,0,,0,414,701,0.58974359,2298,205,0.089169204,,0.916438143,264,42,53,0,0,0,mia_3912,8,4,0.5,1,0
X,1,109,1,384,701,0.547008547,1536,194,0.126219909,0.813003004,0.920204281,477,50,16,0,1,0,zuri,4,0,0,0,0
Facebook,1,183,,379,710,0.533052039,,208,0.051231527,0.592436452,0.013464406,312,173,,1,1,0,saif_548,8,3,0.375,1,0
Instagram,0,,0,401,670,0.597615499,,197,0.059624697,0.581685974,0.900319122,300,74,136,,0,0,binta_8516,10,4,0.4,1,0
Facebook,,194,0,,681,0.605571848,910,197,0.216245884,0.749511428,0.946817918,389,98,,0,0,0,michael6906,11,4,0.363636364,0,0
Facebook,1,55,0,422,690,0.610709117,1962,182,0.092715232,0.906084822,,397,0,19,0,1,0,kwame.146,9,3,0.333333333,1,0
Facebook,0,118,,434,708,0.61212976,12,186,14.30769231,0.421115171,0.294166324,414,123,90,0,1,0,valentina,9,0,0,0,0
Instagram,0,146,1,,702,0.597439545,980,213,0.217125382,0.114821119,0.373107507,437,116,5,0,1,0,saif.5849,9,4,0.444444444,1,0
X,0,56,1,380,697,0.544412607,273,223,0.813868613,0.838999384,,10,86,118,1,0,1,tnfvn9303,9,4,0.444444444,0,0
,1,171,1,402,,0.595555556,4584,193,0.042093784,0.341644146,,324,194,78,1,0,1,bot_n3bly,9,1,0.111111111,1,0
Instagram,1,,1,379,687,0.550872093,1998,186,0.093046523,,,94,128,54,0,0,0,saif,4,0,0,0,0
,0,34,0,,685,0.586005831,4634,213,0.045954693,0.6146164,0.95657881,129,117,47,1,0,1,nrhyub3a84,10,3,0.3,0,0
Instagram,,113,,425,680,0.624082232,1689,207,0.122485207,0.578083925,0.994992625,102,62,,0,0,0,emily,5,0,0,0,0
Instagram,1,124,1,396,691,0.572254335,1596,193,,0.474246207,0.316818871,272,,148,1,1,0,ali.8684,8,4,0.5,1,0
Instagram,,128,1,395,703,,3243,199,0.06134402,0.859797244,0.508800753,485,189,5,1,1,0,luna,4,0,0,0,0
Facebook,1,51,1,408,680,0.599118943,4684,184,0.03927428,0.272225835,0.55770584,109,188,29,0,,0,dmitri_4074,11,4,0.363636364,1,0
Instagram,0,84,,400,705,0.566572238,1716,,0.100174723,0.013235265,,291,167,35,0,,1,lovso3360,9,4,0.444444444,0,1
Facebook,,220,0,426,680,0.625550661,,206,0.047465438,0.323468719,0.374208994,,94,109,1,1,1,acc_l5xfr2up,12,2,0.166666667,1,1
Instagram,1,197,1,407,651,0.624233129,1202,189,0.157107232,0.00970596,0.165993502,190,,120,1,1,0,jessica_8117,12,4,0.333333333,1,2
X,0,164,0,388,697,0.555873926,2846,201,,0.543591211,0.054560542,298,34,2,1,1,0,jessica9667,11,4,0.363636364,0,2
Instagram,0,64,0,,711,0.561797753,,214,0.829457364,0.378248293,0.106348666,92,91,89,,1,0,amina,5,0,0,0,0
Instagram,0,178,0,379,732,0.517053206,310,183,0.588424437,0.813942741,,288,84,,0,,0,leo_3916,8,4,0.5,1,0
X,1,128,0,,761,0.514435696,2564,212,0.082651072,0.797585352,0.280375007,205,,114,1,1,0,yusuf2843,9,4,0.444444444,0,0
Facebook,0,218,1,390,,0.549295775,3418,205,0.059959052,0.434638493,0.076822983,357,138,,0,0,0,ethan662,8,3,0.375,0,1
Facebook,0,20,1,414,709,0.583098592,1089,204,0.187155963,0.216485274,0.6235297,28,190,117,1,0,1,user_553094,11,6,0.545454545,1,1
Instagram,0,180,1,401,,0.606656581,4732,215,0.045425734,,0.075307151,406,196,87,0,1,1,yw0krv65be,10,3,0.3,0,0
,0,15,1,433,,0.601388889,4893,191,0.03902738,0.641317733,0.07005294,186,55,3,0,1,0,binta.6134,10,4,0.4,1,0
Facebook,0,235,,411,715,0.574022346,1177,168,0.142614601,0.190205982,,336,,50,0,,1,user_303510,11,6,0.545454545,1,0
Instagram,0,122,0,402,,0.580924855,3098,195,0.062923524,0.773046616,,176,50,23,1,1,0,tariq.3889,10,4,0.4,1,1
X,1,60,0,424,718,0.589707928,,223,,0.33056021,0.041477287,,,45,1,0,0,kwame5222,9,4,0.444444444,0,1
Facebook,1,53,1,447,726,0.614855571,1725,172,0.099652375,0.932176995,0.460477834,330,41,115,1,1,0,binta.6869,10,4,0.4,1,0
Facebook,0,167,0,419,684,0.611678832,2629,201,0.076425856,0.51187053,0.435768308,155,,26,0,0,0,jessica,7,0,0,0,1
X,1,25,0,389,702,0.553342817,,192,0.045977011,0.847126534,0.54668913,,52,94,0,,1,s7gec3ni6z,10,3,0.3,0,0
X,1,79,0,376,699,0.537142857,3300,200,0.060587701,0.61589258,0.73784471,,90,110,1,1,0,hans6206,8,4,0.5,0,0
X,0,219,0,424,701,0.603988604,1351,198,0.146449704,0.554601844,0.282800048,108,148,,1,0,0,jessica4046,11,4,0.363636364,0,1
X,1,64,1,376,,,,211,0.339774557,0.682130133,0.432780284,359,29,115,,0,0,kojo.7813,9,4,0.444444444,1,0
Instagram,1,99,0,378,,0.550218341,2549,236,0.09254902,0.811491124,0.792742684,71,122,19,0,0,0,marco.365,9,3,0.333333333,1,0
X,1,73,0,433,700,0.617689016,1379,207,0.15,0.644507504,,488,128,79,0,1,1,jj3rr72wdr,10,3,0.3,0,2
Facebook,1,191,1,409,,,,215,0.052955665,0.797240687,0.891322973,220,23,94,0,0,0,chen3221,8,4,0.5,0,1
Facebook,,,1,351,708,,978,204,0.208375894,0.190465164,,280,124,145,,1,0,ivan_5669,9,4,0.444444444,1,1
Instagram,1,16,1,,693,0.567723343,1538,201,,0.27751654,0.520865797,,133,135,0,0,0,leo3985,7,4,0.571428571,0,0
Facebook,1,120,0,,653,,3773,210,0.055643879,0.229722822,,376,5,13,1,0,0,tao.3727,8,4,0.5,1,0
,1,186,0,352,665,,3579,196,0.054748603,0.798303188,,213,126,145,0,1,0,haruto1550,10,4,0.4,0,1
X,0,22,0,395,676,0.583456425,2534,,0.065088757,0.086128559,0.839939507,456,116,64,,0,1,acc_lshoj9pb,12,1,0.083333333,1,1
Facebook,,134,0,406,711,0.570224719,,206,0.43006263,0.795863197,0.311532529,74,196,19,0,1,0,riya_2659,9,4,0.444444444,1,0
Instagram,1,171,,413,704,0.585815603,3655,183,0.050054705,0.3890423,0.162849689,417,189,69,,0,1,acc_nc1eo6co,12,2,0.166666667,1,1
X,1,180,,408,671,0.607142857,1895,180,,0.079507162,0.378974561,474,34,44,1,0,1,acc_h1o4vxbb,12,2,0.166666667,1,2
,0,70,0,,678,0.627393225,2381,212,0.08900084,0.424426262,0.288406383,241,127,0,0,1,1,aqskd1318,9,4,0.444444444,0,0
,1,107,1,419,709,0.590140845,1633,183,0.111995104,0.300502301,0.950780725,149,78,146,1,0,0,sarah_1269,10,4,0.4,1,0
X,1,78,1,,688,0.647314949,2041,207,,0.591952183,0.265915679,322,34,38,1,1,0,jose4675,8,4,0.5,0,0
X,0,161,,400,727,,1566,198,,0.472526633,0.181206682,,47,118,1,,0,chris_7617,10,4,0.4,1,0
,,45,0,390,664,0.586466165,4126,190,0.046038284,0.296777391,0.899479063,,113,55,0,1,1,bot_rgkzp,9,0,0,1,0
X,0,236,0,416,711,,4823,220,0.045605307,0.862265944,0.086478604,103,104,143,1,0,0,diego_9485,10,4,0.4,1,0
Instagram,1,195,0,414,717,0.576601671,4269,199,0.046604215,0.406821425,0.260266051,118,71,6,1,1,0,ethan.9931,10,4,0.4,1,1
Instagram,1,205,0,389,695,0.558908046,2840,185,0.065117916,0.470689992,0.439111194,199,42,19,0,1,0,haruto6955,10,4,0.4,0,1
Facebook,0,77,0,430,721,0.595567867,468,216,0.460554371,0.846628525,0.595107378,69,34,83,,1,0,dmitri.5088,11,4,0.363636364,1,1
Facebook,0,15,1,421,683,0.615497076,3548,223,0.062834601,0.089056608,0.327672896,56,132,78,1,0,0,giulia7846,10,4,0.4,0,0
X,1,70,1,382,680,,1976,181,0.091552858,0.389893142,0.496233997,408,30,109,0,1,0,marco_2565,10,4,0.4,1,0
X,0,95,,393,686,0.572052402,3389,208,0.061356932,0.402856687,0.198831186,65,105,0,1,0,1,zusvrtk1jq,10,1,0.1,0,0
Instagram,1,146,0,399,677,0.588495575,4221,219,0.051871151,0.495825655,0.57427412,399,158,144,0,1,0,liwei_2896,10,4,0.4,1,0
,1,1,0,394,,0.585438336,2744,191,0.069581056,0.106120592,0.407816808,57,100,,1,1,0,maria3005,9,4,0.444444444,0,1
Instagram,0,9,0,364,721,0.504155125,2575,188,0.072981366,0.102660121,0.849259687,116,7,26,0,,0,mia5039,7,4,0.571428571,0,0
Instagram,,177,0,367,703,0.521306818,1420,197,0.138634764,,0.415734133,424,5,118,1,0,0,fatima.6271,11,4,0.363636364,1,0
X,1,124,1,405,715,0.565642458,,185,0.098456626,0.033029008,0.443815418,306,86,122,1,1,0,saif_2708,9,4,0.444444444,1,0
Instagram,0,80,1,400,687,0.581395349,1027,,0.185797665,0.254984359,0.592174989,,180,23,0,0,1,acc_lg58a5mk,12,3,0.25,1,1
,0,228,1,404,747,0.540106952,4632,,0.040362616,0.201176754,0.123170004,78,79,51,1,1,0,dmitri9310,10,4,0.4,0,0
X,0,139,0,423,695,0.607758621,601,202,0.335548173,0.489386261,0.156795177,311,43,50,1,1,1,acc_z0nxui44,12,3,0.25,1,2
,0,69,0,419,656,0.637747336,,209,0.058152476,0.011159557,0.790237747,353,,56,1,1,0,ivan3852,8,4,0.5,0,0
X,1,149,1,380,674,0.562962963,988,191,0.193124368,0.67573345,0.273418779,46,135,54,0,0,0,zuri,4,0,0,0,0
,1,31,1,381,693,0.548991354,606,208,0.342668863,0.855587307,0.684696929,373,63,52,0,,1,h5qz5tfxjz,10,2,0.2,0,0
X,1,104,0,338,716,0.471408647,,187,0.068024736,0.706741518,0.09742697,170,131,88,0,0,0,jessica2892,11,4,0.363636364,0,1
Facebook,1,83,1,365,705,,139,,1.357142857,0.818078169,0.82184666,83,31,18,,1,0,ivan,4,0,0,0,0
Instagram,,128,1,,710,0.592123769,2058,215,0.104419621,0.643316404,0.988228111,107,52,108,0,0,0,omar_5682,9,4,0.444444444,1,0
X,0,181,0,414,719,0.575,3587,187,,0.507367034,0.373690945,286,,140,1,0,0,michael8840,11,4,0.363636364,0,1
,1,,,389,,,4226,210,0.049680625,0.219021597,0.505530102,270,194,28,0,1,1,acc_53ul5iq2,12,4,0.333333333,1,1
X,,244,1,359,,0.508498584,,196,0.043574922,0.279626348,,175,,133,0,1,0,fatima.8112,11,4,0.363636364,1,1
Facebook,0,,,414,730,,1245,188,0.150882825,0.317708004,0.894187749,317,,,0,,1,acc_3pj7fjrb,12,2,0.166666667,1,1
Facebook,1,197,0,391,711,0.549157303,642,214,0.33281493,0.038017669,0.009934038,475,187,128,0,0,1,6vciygfjo2,10,2,0.2,0,0
X,1,210,1,450,739,0.608108108,437,193,0.440639269,0.913088771,0.653459321,69,76,73,1,0,0,sarah_6075,10,4,0.4,1,0
Instagram,0,145,1,417,668,0.623318386,1424,206,0.144561404,0.900302703,0.652368273,386,160,98,0,1,1,acc_wlwksc3a,12,1,0.083333333,1,1
Instagram,1,133,1,390,709,0.549295775,1137,212,0.18629174,0.10777785,0.382385008,165,21,5,1,0,0,kojo,4,0,0,0,0
,0,44,0,412,746,0.551539491,3722,214,0.057480526,,,342,126,147,0,1,1,user_303012,11,6,0.545454545,1,0
Instagram,0,,0,417,679,0.613235294,3290,186,0.056517776,0.467641294,0.239682681,57,30,75,1,1,0,omar5961,8,4,0.5,0,0
Facebook,1,22,1,387,720,0.536754508,58,,3.305084746,0.683413997,0.800464121,450,23,66,1,0,1,morjl5304,9,4,0.444444444,0,0
X,0,22,,405,,0.569620253,1137,186,0.16344464,0.603017661,0.066103096,244,2,17,,0,0,carlos5725,10,4,0.4,0,0
Facebook,1,153,1,431,708,0.607898449,700,,0.262482168,0.124321801,,44,32,20,,0,0,fatima_7706,11,4,0.363636364,1,1
Facebook,0,204,0,426,,,1146,213,0.185701831,0.660077645,0.306840603,171,153,18,1,0,0,saif,4,0,0,0,0
X,1,134,0,397,724,0.547586207,2456,199,0.080993081,0.608872304,0.265247812,263,50,55,0,0,1,70jsr9oi2y,10,4,0.4,0,0
Instagram,1,78,1,,686,0.57496361,1109,197,,0.531223638,0.505737666,382,29,17,0,0,0,arjun33,7,2,0.285714286,0,1
Facebook,1,43,1,429,725,0.590909091,4496,206,0.045808317,0.402406267,0.897861506,65,,105,0,0,0,pablo5445,9,4,0.444444444,0,1
Facebook,,,1,373,689,0.54057971,,205,1.880733945,0.954920994,0.618091919,326,24,52,1,1,1,30hoxm3qoy,10,3,0.3,0,0
X,,25,,418,700,0.596291013,1985,186,0.093655589,0.849439561,0.788610628,188,27,85,,0,1,user_871951,11,6,0.545454545,1,0
Instagram,1,96,1,391,722,0.540802213,4248,169,0.039774064,0.585084975,0.600683779,272,96,49,0,0,1,fjxtck7i4r,10,2,0.2,0,0
Facebook,0,206,0,413,713,0.578431373,906,183,0.201764057,,0.69771578,70,86,126,1,0,1,user_799511,11,6,0.545454545,1,2
X,1,35,0,404,684,0.589781022,,207,0.041843542,0.432123242,0.432407649,352,25,3,0,,1,empaf5270,9,4,0.444444444,0,0
Facebook,,108,1,417,739,0.563513514,1993,,0.094784353,0.700339729,0.925981635,35,119,,0,1,1,user_668290,11,6,0.545454545,1,1
,0,54,,376,711,,4123,175,,0.117294235,0.50193902,238,135,112,,0,0,ethan_8695,10,4,0.4,1,0
Instagram,,191,1,400,727,0.549450549,4215,230,0.05455408,,0.551774669,67,100,,0,1,0,max,3,0,0,0,0
Instagram,0,218,0,,,0.617737003,4819,189,0.039211618,0.191725224,0.524965503,107,,149,1,0,1,vr7p6qjytc,10,2,0.2,0,0
Instagram,1,,,400,682,0.585651537,2148,,0.094927873,0.338142987,0.31618902,207,14,139,0,0,0,haruto_4829,11,4,0.363636364,1,0
Instagram,,68,0,402,662,,4099,206,0.050243902,0.026669204,0.231238436,276,48,12,1,0,0,tao8866,7,4,0.571428571,0,2
Facebook,1,60,,387,727,0.531593407,806,199,0.246592317,0.126732382,0.073834964,209,,104,,1,0,fatima_9970,11,4,0.363636364,1,1
Facebook,1,129,1,380,677,,1993,191,,0.45475685,0.718174982,301,,32,0,,1,bot_0hzfz,9,1,0.111111111,1,0
Instagram,0,54,0,436,705,0.617563739,3601,205,0.056912826,0.898189921,0.289275263,429,182,63,0,1,0,ashley.3721,11,4,0.363636364,1,0
Instagram,1,121,1,427,722,0.590594744,4400,208,0.047261986,0.490581622,0.389197963,,84,82,1,1,0,yuki_6796,9,4,0.444444444,1,0
Instagram,1,96,0,400,,0.580551524,4273,219,0.051240056,0.453077469,0.919928163,106,127,104,,1,0,sarah,5,0,0,0,0
Facebook,0,79,0,392,704,,4011,212,0.052841476,0.787569393,0.566447349,379,185,144,1,,0,tariq2577,9,4,0.444444444,0,1
Instagram,1,86,,440,682,0.644216691,84,207,2.435294118,0.267830077,0.097078064,,130,33,0,0,0,liwei.2875,10,4,0.4,1,0
Instagram,0,37,,390,669,0.582089552,4359,195,0.044724771,0.095068749,0.799611913,,136,67,1,1,0,tariq5035,9,4,0.444444444,0,0
Instagram,1,118,1,397,650,,3321,210,0.063214931,0.20957262,0.256130599,405,13,38,1,0,0,olga,4,0,0,0,0
X,0,207,1,397,,0.576197388,2506,203,0.080973275,0.791300837,,389,90,128,0,1,1,acc_noxyp3or,12,1,0.083333333,1,1
Instagram,1,77,1,413,698,0.590844063,2457,180,0.073230269,0.677047925,0.509981475,221,147,132,0,0,0,olga.2355,9,4,0.444444444,1,1
X,1,156,1,401,720,0.556171983,3063,204,0.066579634,0.091533182,0.238078842,439,3,39,1,0,1,acc_s3matq4y,12,2,0.166666667,1,1
,1,153,0,378,751,0.502659574,3853,195,,0.66709316,0.115771035,255,151,62,1,1,1,user_888415,11,6,0.545454545,1,1
Instagram,0,34,,384,698,0.549356223,4898,211,0.043070014,0.931551485,,300,75,128,1,0,0,alex_3903,9,4,0.444444444,1,0
X,0,78,1,437,682,0.639824305,4991,187,0.037459936,,0.0973378,441,,144,0,1,1,prjzp2434,9,4,0.444444444,0,0
Instagram,0,66,,380,687,0.552325581,4969,,0.037625755,0.616418096,0.275628019,411,98,93,0,0,0,jessica_2321,12,4,0.333333333,1,1
Facebook,0,86,0,393,679,0.577941176,388,231,,0.37916457,,144,158,98,1,0,1,acc_9pw64bfd,12,3,0.25,1,1
Facebook,1,,0,397,722,,2004,219,0.109226933,0.501031459,0.402092265,163,66,59,0,1,0,mateo,5,0,0,0,0
Facebook,1,33,0,404,714,0.565034965,1032,195,0.188770571,0.528178816,0.863888391,11,191,128,0,0,1,bot_kxeor,9,0,0,1,0
Facebook,0,96,1,365,705,0.516997167,1541,,0.113488975,0.771046097,0.549177692,49,116,131,0,0,0,michael_1666,12,4,0.333333333,1,1
X,0,168,0,385,706,0.544554455,450,,,0.55701252,0.666583079,314,16,136,0,0,0,satish_325,10,3,0.3,1,0
Instagram,0,168,1,390,713,,3548,202,0.056917442,0.593085628,0.15634797,359,133,44,0,1,0,rahul.2635,10,4,0.4,1,0
Instagram,1,150,1,413,695,,4438,190,0.042802433,0.332911844,0.274805867,11,106,68,0,,1,jvo0f4lkhw,10,2,0.2,0,0
Instagram,,,0,424,664,0.637593985,1097,199,0.181238616,0.125945298,0.510443423,,187,13,1,0,1,bot_an33h,9,2,0.222222222,1,1
,,2,1,428,,,860,215,0.24970964,0.682732333,,189,80,88,1,1,0,kwame_31,8,2,0.25,1,0
Facebook,1,57,0,394,664,0.592481203,302,204,0.673267327,0.00048214,,295,10,35,0,0,0,satish_9609,11,4,0.363636364,1,0
,1,31,,375,707,0.529661017,,218,0.107867392,0.328717169,0.50691996,92,165,31,1,0,0,ethan.6555,10,4,0.4,1,1
Facebook,0,30,0,389,713,0.544817927,,,0.215419501,0.218043954,0.051012213,,100,,1,1,1,uyp23hl2j8,10,4,0.4,0,0
Instagram,1,81,1,376,671,0.55952381,2282,190,0.083223828,0.388533441,0.456822676,348,161,49,1,0,0,sofia,5,0,0,0,0
Instagram,0,42,1,387,686,0.563318777,4162,223,0.053567139,0.311268027,0.628868159,,174,56,,0,1,eeoai5788,9,4,0.444444444,0,2
Instagram,1,134,1,391,733,0.532697548,230,176,0.761904762,0.70421708,,483,,,0,1,0,layla,5,0,0,0,0
Instagram,0,104,0,,687,0.556686047,922,184,0.199349946,0.260206051,0.138532005,363,106,110,,1,0,yuki.1996,9,4,0.444444444,1,1
Instagram,0,0,0,401,677,0.591445428,1833,210,0.114503817,0.560750346,0.166575283,408,119,88,1,1,0,max,3,0,0,0,0
Instagram,0,60,0,420,701,0.598290598,51,229,4.403846154,0.45577043,0.470064922,340,184,103,,0,0,ayanda,6,0,0,0,0
,0,13,1,394,684,0.575182482,3679,192,0.052173913,0.801057505,0.998036458,213,,53,,0,0,kwame3413,9,4,0.444444444,0,0
